Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability,is_synthetic,data_origin,parent_real_id
,113.70001365677413,17.340870757557923,10.404799917355389,,554.7975567509891,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.002515316815867996,150.0338224001056,45203.04072093493,,,,,1,lhs_fallback,
,652.3357100321376,37.0,4.721812054070129,,302.73046574827134,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.00033986843835262065,124.77929128163665,1919371.4892226572,,,,,1,lhs_fallback,
,413.62879561008464,70.52441054579532,17.05557244628183,,334.46036256689655,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.001498461172862048,407.9543813095125,276035.5270230531,,,,,1,lhs_fallback,
,135.89812250342808,37.0,23.50691964293128,,452.98793650629926,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.003788426598042648,415.14428274173963,35871.907007973976,,,,,1,lhs_fallback,
,373.96305898818133,37.0,6.7037182996873765,,516.499733885269,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0014045779356605067,103.83305525239756,266245.6694271328,,,,,1,lhs_fallback,
,493.86708667779493,37.0,3.6099810374869508,,568.6930060230591,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0009169603911830658,50.78284345714406,538590.9280658005,,,,,1,lhs_fallback,
,401.216230722059,107.87437694882286,3.1785727138185713,,450.4625359701515,0,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.0005065699074695693,56.449935281235085,792023.8308319369,,,,,1,lhs_fallback,
,485.8294889540619,16.802814852129153,11.56863173957788,,472.301765824975,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0020268005642144994,195.95321969214206,239702.54292868992,,,,,1,lhs_fallback,
,184.39349592774317,37.0,15.836126271197042,,416.4812387138993,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.002157395270279949,304.1889860274653,85470.3878318172,,,,,1,lhs_fallback,
,226.34770923878827,29.418239804418988,12.303434016708477,,337.4510390942089,1,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0011003675269453956,291.6792488629397,205701.72964427262,,,,,1,lhs_fallback,
,237.0849064186793,90.246691450247,8.400633631456362,,469.25169757177235,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,1,0.001452826091645399,143.2175264216851,163188.66008354022,,,,,1,lhs_fallback,
,102.15864291538178,121.80004572479962,15.218098651673582,,296.39672884504955,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0010500188340668262,410.7493958575874,97292.10782591761,,,,,1,lhs_fallback,
,414.7363566116857,53.52240786191112,16.0751147700128,,470.91134362843644,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002799769434427779,273.0894397940856,148132.2723862716,,,,,1,lhs_fallback,
,450.0115429604439,53.9468637749888,17.926595747555925,,528.9905464557685,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.003939884842423175,271.1064771841881,114219.43704939181,,,,,1,lhs_fallback,
,619.4729939780082,131.15763336805117,22.26510078590506,,489.7175029454499,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.004193781499128797,363.72153609758084,147712.23689037174,,,,,1,lhs_fallback,
,147.41626803534263,54.114951336076714,8.224632694863907,,307.3376975257745,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0006101520291330833,214.08716313349547,241605.402246047,,,,,1,lhs_fallback,
,731.6585513301093,37.0,2.7391527116989822,,449.48747889377415,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,1,0.00043465164092815363,48.751571752481766,1683317.8553056337,,,,,1,lhs_fallback,
,376.643920753968,35.91130326513494,5.690261023679753,,223.7360564093249,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0002237144455416017,203.46330658400467,1683584.787103705,,,,,1,lhs_fallback,
,328.65652276660956,37.0,3.5862311792855053,,557.1877649509478,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0008744425985776731,51.4904504668518,375846.4505900507,,,,,1,lhs_fallback,
,382.44436635915883,70.8928670397583,10.752494476191655,,468.2134050708838,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0018513426084473196,183.7195448567834,206576.65309353697,,,,,1,lhs_fallback,
,549.8364483930902,60.26194275229115,22.653426436463114,,535.4238693122277,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.005100576177833667,338.4746532087409,107798.86848543255,,,,,1,lhs_fallback,
,649.03720575198,80.30676997661614,22.223976524750853,,570.857959008009,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.005688107190150788,311.446668928389,114104.23009812238,,,,,1,lhs_fallback,
,238.7810336994276,45.99083099307028,12.874413708487854,,542.6777524652616,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0029778401242107847,189.79091654104474,80185.95477040824,,,,,1,lhs_fallback,
,626.0466915138285,144.40345223030369,8.165099891703466,,571.99485833007,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0020981456525890796,114.19822624893497,298380.8070524035,,,,,1,lhs_fallback,
,696.8540115677971,37.0,13.800506966146287,,292.96235363633537,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0009302690111969988,376.8540332147488,749087.9026306994,,,,,1,lhs_fallback,
,86.29886255833185,134.69278934283824,14.97765369996355,,291.5068903539097,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,1,0.0009996116653451126,411.04077209496165,86332.30205075232,,,,,1,lhs_fallback,
,163.0674931747434,37.0,21.648165746608093,,339.93504735449795,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0019647299757143224,509.465899717218,82997.3646216152,,,,,1,lhs_fallback,
,396.8359921073877,30.8421042900207,9.295859758033997,,553.6424659234408,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0022378874105689096,134.32292774781425,177326.0857124262,,,,,1,lhs_fallback,
,444.865644499203,30.629237078832283,22.721123154808943,,314.61633322222076,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0017663721446770338,577.74804160201,251852.58609700095,,,,,1,lhs_fallback,
,304.9482591350039,99.31373307747046,22.550300392127884,,342.3394777045584,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0020756598289514935,526.9692905314132,146916.22777746717,,,,,1,lhs_fallback,
,625.2209475185816,108.67493651198885,6.344400816007947,,487.2292545858111,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.0011828977533962293,104.17109591208619,528549.8405704674,,,,,1,lhs_fallback,
,724.2297481818568,71.24819156618113,23.607137710346016,,211.98087532221103,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,1,0,0.0008331564812136628,890.9155172997282,869259.1310911226,,,,,1,lhs_fallback,
,73.57395730485905,37.0,7.743286843436901,,458.483922665319,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0012783902547858874,135.11115668053972,57551.98733519314,,,,,1,lhs_fallback,
,588.6375625203765,37.0,24.421955102280435,,560.7780421452667,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,1,0.006031874680010022,348.401013081052,97587.81409755422,,,,,1,lhs_fallback,
,162.82852633982472,113.57396862488699,7.155313207205531,,381.68339440281613,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.000818700511676348,149.97378422949674,198886.31450847336,,,,,1,lhs_fallback,
,59.981217992041074,37.0,17.95684145370827,,350.6613018606381,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.0017341853423915752,409.6680254807231,34587.527606359996,,,,,1,lhs_fallback,
,17.998955289127927,110.52805883770728,24.808476838019715,,364.90735483544245,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,0,0.0025945092044801876,543.8854593448382,6937.322989922113,,,,,1,lhs_fallback,
,319.60232731008233,34.6666334691045,15.240218177202259,,442.5316388929833,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002344065365053234,275.5096610495344,136345.25543939715,,,,,1,lhs_fallback,
,334.63216967986483,115.64645634251217,24.219782488938304,,375.8507562979056,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic,,0,0,0.0026871442266817223,515.5191186178462,124530.73483233074,,,,,1,lhs_fallback,
,201.61006029626304,34.00826037046042,15.062155815582702,,309.52576867912734,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.001133367197636698,389.29629895300474,177885.75744110416,,,,,1,lhs_fallback,
,163.6446903357275,76.00675867094839,14.851074865095082,,304.4676998597241,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0010812602099424709,390.21738022211207,151346.1213913651,,,,,1,lhs_fallback,
,22.12671930363928,92.71274735275479,13.5837973380403,,589.7627889872662,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0037107851465928397,184.26116293621612,5962.811768055008,,,,,1,lhs_fallback,
,438.7556849089635,51.952308655754784,5.792231372397436,,324.9578068788336,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0004803853261880114,142.59650502180858,913339.2459160989,,,,,1,lhs_fallback,
,514.6899997205287,37.0,5.264331496236426,,209.94805456884905,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.00018224550266390018,200.59552572468587,2824141.984604897,,,,,1,lhs_fallback,
,95.82481294253455,76.71927756795588,23.389876698516204,,499.57867510267505,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0045848549186328245,374.55363707840905,20900.28882981974,,,,,1,lhs_fallback,
,533.089461749182,117.08458713247879,14.113439858134717,,425.96506729856515,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,1,0.002011271630677501,265.0628509542914,265050.82086738775,,,,,1,lhs_fallback,
,220.39937731247844,132.65125804774323,4.58395358758539,,432.74320000494095,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0006742028710220891,84.74223869474397,326903.16206335963,,,,,1,lhs_fallback,
,232.93674553850607,37.0,22.39788849925022,,312.5150643187391,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0017180621615666943,573.3582585376828,135581.01398675708,,,,,1,lhs_fallback,
,164.25945688805487,37.0,13.345283269925188,,506.04778240930966,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,1,0,0.0026841125958774912,210.97269422505929,61196.90952735371,,,,,1,lhs_fallback,
,153.308888593096,37.0,5.2919088083628365,,441.1425548978684,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0008088353825889364,95.96732108727772,189542.52292952308,,,,,1,lhs_fallback,
,359.14944990030915,94.55944340252299,2.658944736783787,,242.26014056367876,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.00012256405532685478,87.80459730211233,2930276.08026231,,,,,1,lhs_fallback,
,693.3013965661186,56.633642576414545,2.932835664755949,,440.1614901678174,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.0004462741145299735,53.30471915769707,1553529.1437801062,,,,,1,lhs_fallback,
,587.6672547910608,37.0,13.369603350167129,,382.147277535923,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.0015334511448442173,279.8837731112003,383231.5581330135,,,,,1,lhs_fallback,
,49.453344895555674,37.0,12.557681516271455,,451.1331838787452,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.002007284323697954,222.68689809103122,24636.92844844272,,,,,1,lhs_fallback,
,449.8001006914749,96.49278185240833,3.3798394010136468,,379.37758593454726,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.00038205798711068414,71.27124782692232,1177305.3791852456,,,,,1,lhs_fallback,
,721.3861302157251,32.34079655958923,11.281029217358515,,521.2301633184611,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.002407119691906943,173.14468437781898,299688.3922942129,,,,,1,lhs_fallback,
,158.46599741772374,37.0,19.672960939935884,,446.71772715567135,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.0030833724311042044,352.31125486298845,51393.70918201581,,,,,1,lhs_fallback,
,108.02632098251924,77.86524234001371,24.32449649119401,,443.2235430043855,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,0,1,0.0037530070717007907,439.0469985399788,28783.929828737033,,,,,1,lhs_fallback,
,395.6860814856508,93.66387330390941,5.910961710903421,,508.23264433075803,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,0,0.001199148976605565,93.04339911541649,329972.13793533965,,,,,1,lhs_fallback,
,402.1149491112549,35.10469813755624,22.832364566117413,,233.88603978684262,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.000980955648682961,780.9738466651833,409921.222972633,,,,,1,lhs_fallback,
,295.05003515501403,27.701975057042702,24.0499526261229,,328.156786799287,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,1,0.0020340746518113704,586.3039098511547,145053.61926547237,,,,,1,lhs_fallback,
,318.1144001985838,145.22658395819693,1.8048762919930335,,241.50321265136657,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,8.267670244793335e-05,59.788056510777665,3847644.416569482,,,,,1,lhs_fallback,
,273.82044549489143,71.9107923839061,20.909408232148373,,590.0695420333204,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.005717919267035134,283.48398259546286,47888.11888013144,,,,,1,lhs_fallback,
,406.5741610298177,37.0,4.791487806749613,,340.4696212190714,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.00043623148122114093,112.58537499913336,932012.5816667731,,,,,1,lhs_fallback,
,688.9713612217795,23.20094422029431,3.7333108913647095,,580.6791321661178,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.0009886816571903405,51.433718017511076,696857.9414346289,,,,,1,lhs_fallback,
,44.23519474611111,42.8271002702173,5.950605407224331,,285.85995461845357,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,0,1,0.00038190704935234736,166.53202835551375,115826.81962615518,,,,,1,lhs_fallback,
,204.14522930169048,37.0,17.597095389225704,,291.967149635579,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,0,0.0011781452853845884,482.1663974388309,173276.63961105671,,,,,1,lhs_fallback,
,635.9522869360725,94.1614587670155,11.49498016969234,,542.9074783481578,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ceramic,,0,0,0.002661029907481835,169.38399922937475,238987.18543554298,,,,,1,lhs_fallback,
,678.7526729717613,125.27590967557931,9.755421754694988,,315.89516890350615,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.000764578179765546,247.05464158886755,887746.7382513569,,,,,1,lhs_fallback,
,342.26156855280584,37.0,16.092847529543928,,410.6505487767631,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0021314129152814037,313.5093229161796,160579.58808419347,,,,,1,lhs_fallback,
,515.005250065461,37.0,1.074978689346003,,245.26633567278617,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,5.07885274873626e-05,35.06322221880646,10139989.0005593,,,,,1,lhs_fallback,
,103.5953897708566,127.6091925187874,10.889253952256352,,303.10605194648036,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,1,1,0.0007857370340223607,287.4044351557787,131844.69286860112,,,,,1,lhs_fallback,
,229.82674050349547,121.99789274606802,15.46927398299843,,331.0325286555735,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,0,0.001331377324173393,373.84296848176365,172623.1652796263,,,,,1,lhs_fallback,
,355.62336586929433,121.42350105234898,13.224516653205146,,445.74001245344607,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Thermo-responsive,,1,0,0.002063635218013243,237.34941272441836,172328.5154452606,,,,,1,lhs_fallback,
,333.3285856274391,72.8147311421967,21.423553274628887,,424.7639023120755,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,1,1,0.003035823994566635,403.4910207042674,109798.35340443326,,,,,1,lhs_fallback,
,233.47284385386354,138.4268170735832,15.160823229469969,,385.44839769903,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0017690705578524886,314.6636000214213,131974.78802795344,,,,,1,lhs_fallback,
,448.79669236628035,37.82416122947892,7.583038090829338,,298.2871177957604,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0005299099990542629,203.3755240732339,846928.4335808315,,,,,1,lhs_fallback,
,663.2728935831227,149.2035362638607,14.63935040556181,,468.6150521982048,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0025248998472746265,249.91685563042398,262692.64961396734,,,,,1,lhs_fallback,
,10.210361348795203,29.853742492156208,8.318629662659019,,485.66532727401636,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0015410469504353742,137.02653264431177,6625.596137946643,,,,,1,lhs_fallback,
,604.4942351360575,38.80191308494008,13.695341072592575,,240.92850815540115,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Synthetic_Polymer,,0,0,0.0006243658150723857,454.75194890711265,968171.6269080952,,,,,1,lhs_fallback,
,752.1185438290398,106.42270546805422,24.310411772053197,,428.7946985318715,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Natural_Polymer,,0,1,0.0035105972710523753,453.55805134870053,214242.27033632548,,,,,1,lhs_fallback,
